t_s,Accel_m_per_s2
0.0,10.766043183275583
0.04001333777925975,11.351193270955331
0.0800266755585195,10.691564167067103
0.12004001333777925,10.23803389487707
0.160053351117039,10.141101763611493
0.20006668889629875,10.860226505854632
0.2400800266755585,11.251251925322707
0.28009336445481825,11.147053602706935
0.320106702234078,10.620540447348516
0.36012004001333775,10.373061689526349
0.4001333777925975,10.556339246678636
0.44014671557185725,11.290273571285434
0.480160053351117,11.19242460184449
0.5201733911303767,10.434896875964835
0.5601867289096365,10.366626018377147
0.6002000666888962,10.5421778871571
0.640213404468156,10.954733086070567
0.6802267422474157,11.085444362405047
0.7202400800266755,10.479763847914343
0.7602534178059352,10.123295515346218
0.800266755585195,10.606121299392433
0.8402800933644547,10.86220708124041
0.8802934311437145,10.851333249346546
0.9203067689229742,10.426881484859011
0.960320106702234,10.212292090675426
1.0003334444814937,10.747881309045953
1.0403467822607535,10.87880855927985
1.0803601200400132,10.827799846421437
1.120373457819273,10.276363842778805
1.1603867955985327,10.188564351320199
1.2004001333777925,11.000360781998188
1.2404134711570522,11.32676390179463
1.280426808936312,11.131441575096652
1.3204401467155717,10.726935509233689
1.3604534844948315,10.119921112564162
1.4004668222740912,10.696740760280607
1.440480160053351,11.179816927518637
1.4804934978326107,11.221119098832606
1.5205068356118705,10.726416614242776
1.5605201733911302,10.241111256135582
1.60053351117039,10.998036988645424
1.6405468489496497,11.496029282753474
1.6805601867289095,11.344207724577668
1.7205735245081692,10.298467819668069
1.760586862287429,10.73801181477836
1.8006002000666887,10.561061554714025
1.8406135378459485,11.67384174944884
1.8806268756252082,10.985751105443832
1.920640213404468,10.549618008766776
1.9606535511837277,10.471279407823115
2.0006668889629875,11.038525701349098
2.0406802267422472,11.427418992013887
2.080693564521507,10.628051356839359
2.1207069023007667,10.350172615737504
2.1607202400800265,10.187383337702938
2.2007335778592862,10.949383670770782
2.240746915638546,11.506971738541054
2.2807602534178057,11.130840699976659
2.3207735911970655,10.589825415711362
2.3607869289763252,10.418319604816704
2.400800266755585,10.996180351342149
2.4408136045348447,11.185944560566691
2.4808269423141045,10.925537519530472
2.5208402800933642,10.294586654966597
2.560853617872624,10.04595675631599
2.6008669556518837,11.174750363723284
2.6408802934311435,11.120343024674957
2.6808936312104032,11.365260457396683
2.720906968989663,10.68500629393227
2.7609203067689227,10.668600356742889
2.8009336445481825,11.199432608528218
2.8409469823274422,11.65106739178841
2.880960320106702,11.611557517267904
2.9209736578859617,10.24527158025056
2.9609869956652215,10.050591903190595
3.0010003334444812,11.005333416194064
3.041013671223741,11.578096722489285
3.0810270090030007,11.179165490456159
3.1210403467822605,10.6290446962166
3.1610536845615202,10.339319705115972
3.20106702234078,11.088135004811353
3.2410803601200397,11.23702269293827
3.2810936978992995,11.43682049612735
3.3211070356785592,10.492261223370155
3.361120373457819,10.407249033120836
3.4011337112370787,10.319760214980773
