t_s,P_static_Pa,P_dynamic_Pa
0.0,1863.5123335025805,2508.415277745168
0.005001667222407469,1855.6144836931037,2506.033330385063
0.010003334444814937,1862.152257602746,2515.220665533835
0.015005001667222406,1853.9198622578551,2515.9686689660693
0.020006668889629875,1861.1991534690794,2515.454729911717
0.025008336112037344,1860.6937216448516,2510.0983372934866
0.030010003334444812,1859.254567370954,2511.9698097550154
0.03501167055685228,1863.7370629294805,2499.8633124856105
0.04001333777925975,1856.2360132940767,2508.311910159312
0.04501500500166722,1857.6809477118504,2505.9909584295256
0.05001667222407469,1861.5055622776886,2514.8588607181764
0.055018339446482156,1858.7429605576228,2510.3682024614336
0.060020006668889625,1870.360403082213,2522.753622805407
0.0650216738912971,1859.4860991531796,2509.9211443136955
0.07002334111370456,1865.3963393025158,2517.9788494874465
0.07502500833611203,1857.6195129565672,2522.362378991076
0.0800266755585195,1858.7647916216301,2508.222049679126
0.08502834278092697,1864.180707847535,2505.856856296254
0.09003001000333444,1865.9288622944798,2516.5306020999715
0.0950316772257419,1858.0983861327888,2513.129459808446
0.10003334444814937,1853.1929965396691,2505.1554293813065
0.10503501167055684,1863.405182435955,2523.2654530265154
0.11003667889296431,1858.3945175349882,2512.9117954097756
0.11503834611537178,1854.0905089110158,2512.7887405166935
0.12004001333777925,1870.2682811588134,2509.172185017527
0.12504168056018672,1859.173823231146,2517.3000053687238
0.1300433477825942,1859.1667425256824,2517.9384234686718
0.13504501500500166,1863.0067592841376,2509.7339954113477
0.14004668222740912,1858.1376142815327,2526.47822340465
0.1450483494498166,1862.8276861165882,2518.975838175433
0.15005001667222406,1856.6055819408207,2515.101885135927
0.15505168389463153,1851.1481763319562,2518.0596124795634
0.160053351117039,1859.757404773578,2522.1055605194724
0.16505501833944647,1853.6276481038387,2514.5646532408336
0.17005668556185394,1860.4155703427866,2521.0596736225143
0.1750583527842614,1860.2340773713047,2519.1730989460316
0.18006002000666887,1860.6958810542546,2519.3882867833245
0.18506168722907634,1862.2073793421762,2509.968104531889
0.1900633544514838,1858.2024094005947,2521.2441638755854
0.19506502167389128,1854.586601838342,2527.3081276891976
0.20006668889629875,1862.8985321257549,2517.1674540342715
0.20506835611870622,1863.3619574708628,2521.541276303664
0.2100700233411137,1861.0991881166096,2521.639250567172
0.21507169056352116,1856.2557994605645,2533.302845779198
0.22007335778592862,1862.4265918874842,2519.482530331137
0.2250750250083361,1858.5277551830038,2521.2515067334507
0.23007669223074356,1853.8136709063767,2514.9119376203844
0.23507835945315103,1858.7458331222042,2515.657950394081
0.2400800266755585,1861.65960051727,2526.133469302016
0.24508169389796597,1849.7927730505478,2523.246638959965
0.25008336112037344,1861.7973911681513,2514.425582243506
0.2550850283427809,1854.701506891715,2523.1849591436953
0.2600866955651884,1860.6025708171967,2511.764092025916
0.26508836278759584,1852.9546194205402,2523.301163440883
0.2700900300100033,1861.1571195272522,2526.671913247051
0.2750916972324108,1857.346749583911,2523.7768135051087
0.28009336445481825,1860.6470958194232,2527.450971229561
0.2850950316772257,1856.2297681029756,2520.9737408271203
0.2900966988996332,1860.3412245557606,2528.6735466750024
0.29509836612204066,1857.5115357288676,2536.3513081633077
0.3001000333444481,1856.947715914557,2514.8731747142724
0.3051017005668556,1851.7572234366014,2521.173028036119
0.31010336778926306,1860.0220528019074,2516.5777594033243
0.31510503501167053,1862.1660819145627,2532.248347398134
0.320106702234078,1856.1277763901678,2525.8982714778426
0.32510836945648547,1860.2468566201837,2529.9938693730724
0.33011003667889294,1860.2798894633686,2521.2227019698194
0.3351117039013004,1852.7511256357877,2519.3617012290642
0.3401133711237079,1862.0940323638906,2523.7850247716924
0.34511503834611534,1856.6839110469857,2515.2951148025413
0.3501167055685228,1857.4679480291989,2523.1696733745707
0.3551183727909303,1856.9970565566296,2529.39569896519
0.36012004001333775,1857.3980155909942,2534.2914765379955
0.3651217072357452,1864.7446806198388,2532.32539082498
0.3701233744581527,1859.9066085574439,2524.091618038378
0.37512504168056016,1857.536015318905,2523.672629756872
0.3801267089029676,1860.1226949170775,2519.9103536476605
0.3851283761253751,1856.430992532572,2531.015086260165
0.39013004334778256,1860.3309819022274,2516.0177119768287
0.39513171057019003,1858.0667360457373,2517.6945241967146
0.4001333777925975,1852.2628794736695,2528.20229984982
0.40513504501500497,1863.2254414331128,2527.566703417255
0.41013671223741244,1853.55148867532,2516.2446433444507
0.4151383794598199,1858.055658438909,2527.038786808416
0.4201400466822274,1851.0508185626036,2529.0820631332526
0.42514171390463484,1851.5324605388887,2530.3966397291
0.4301433811270423,1856.978226597515,2524.125768625055
0.4351450483494498,1853.275929340447,2536.1360864842995
0.44014671557185725,1864.595812349486,2524.823576732799
0.4451483827942647,1860.5430565433956,2523.4396179576943
0.4501500500166722,1856.6957721702813,2530.9480320989896
0.45515171723907966,1850.6482344441843,2534.83467265322
0.4601533844614871,1847.3180419876153,2538.5894578341195
0.4651550516838946,1857.147595628659,2534.3539535489026
0.47015671890630206,1853.6465350095775,2527.2505312060284
0.47515838612870953,1856.8283291019154,2537.728356818217
0.480160053351117,1858.750874992992,2519.3728452719215
0.48516172057352447,1859.0447602825461,2534.7543441975504
0.49016338779593194,1852.2445990065692,2527.677223990771
0.4951650550183394,1851.947988315792,2535.030542652903
0.5001667222407469,1857.9898046684225,2536.702928156825
0.5051683894631543,1858.364160604583,2525.5171695580652
0.5101700566855618,1857.7310680056034,2538.059005692961
0.5151717239079693,1862.5231790624573,2543.6099559963714
0.5201733911303767,1856.1516757615555,2523.456727345738
0.5251750583527842,1858.6179255625402,2531.830933977474
0.5301767255751917,1855.9808907301897,2525.824220897531
0.5351783927975992,1863.5709625470422,2533.4122159015465
0.5401800600200066,1857.8648351752051,2534.697584723516
0.5451817272424141,1864.6431006127302,2534.055550787124
0.5501833944648216,1856.2626281508783,2528.6183564060934
0.555185061687229,1849.2764304555635,2535.88273298857
0.5601867289096365,1858.987154128933,2532.8272672235503
0.565188396132044,1858.8717866316538,2538.683675027403
