t_s,Temp_K
0.0,281.71925653916355
0.10003334444814939,288.6084318126266
0.20006668889629878,295.5211928859255
0.3001000333444482,290.2563037981327
0.40013337779259756,293.8205427805692
0.500166722240747,299.51024341204993
0.6002000666888964,310.98057295478674
0.7002334111370457,306.21970351007957
0.8002667555851951,307.4780948089464
0.9003001000333445,322.1622725761504
1.000333444481494,316.26564599933437
1.1003667889296433,320.7954648424167
1.2004001333777927,314.26500080419214
1.300433477825942,326.95220668346
1.4004668222740915,319.15601044361557
1.5005001667222408,313.68233197627507
1.6005335111703902,325.5637006599254
1.7005668556185396,324.88757393873965
1.800600200066689,326.39099323300667
1.9006335445148383,337.0676483288222
2.000666888962988,323.94926741936274
2.1007002334111373,333.92815235701704
2.2007335778592867,340.2072161290506
2.300766922307436,339.74062062139757
2.4008002667555854,338.0758896558096
2.500833611203735,348.8822984245249
2.600866955651884,349.3415571009289
2.7009003001000336,350.3532924206144
2.800933644548183,356.76639328246563
2.9009669889963323,350.52487210571076
3.0010003334444817,350.4120095190105
3.101033677892631,352.8491325609404
3.2010670223407804,357.649013785225
3.30110036678893,355.35977864886775
3.401133711237079,365.7852855408396
3.5011670556852286,367.041456367717
3.601200400133378,379.6269581859743
3.7012337445815273,372.84327098714783
3.8012670890296767,371.17132760837205
3.901300433477826,369.9129233871186
4.001333777925976,373.32233097876104
4.101367122374125,371.1013034129187
4.201400466822275,374.18640667490286
4.301433811270424,386.90130827378437
4.401467155718573,391.3459454658655
4.501500500166722,388.8260731283664
4.601533844614872,383.59952603634406
4.701567189063021,389.9247550206681
4.801600533511171,391.52054124588363
4.90163387795932,389.04053388455657
5.00166722240747,395.1021472259415
5.101700566855619,390.0929509346019
5.201733911303768,405.94430843984577
5.301767255751917,410.0020080360457
5.401800600200067,403.20193603937855
5.501833944648216,399.16749982881834
5.601867289096366,403.17115858896574
5.701900633544515,415.8089984219769
5.801933977992665,413.93737875005814
5.901967322440814,422.0584679481289
6.002000666888963,421.59381185337065
6.102034011337112,418.2257637889077
6.202067355785262,425.58656538341876
6.302100700233411,418.8521618114966
6.402134044681561,417.911563674228
6.502167389129711,429.8362253304774
6.60220073357786,435.41644654956167
6.7022340780260095,431.27867562043366
6.802267422474158,431.9274151116282
6.902300766922308,439.8984815353339
7.002334111370457,435.3878647952462
7.102367455818607,441.83538586305485
7.202400800266756,440.35532715038465
7.302434144714906,442.24047355716476
7.402467489163055,440.28436028949983
7.5025008336112045,451.81510646238365
7.602534178059353,449.2639311668473
7.702567522507503,446.9041358581678
7.802600866955652,444.4271902977655
7.902634211403802,452.04713642521216
8.002667555851952,457.0007791647539
8.1027009003001,458.18100166408186
8.20273424474825,460.95929897094436
8.3027675891964,461.4075727181515
8.40280093364455,465.5421334061939
8.502834278092697,457.0195098709501
8.602867622540847,464.789052228653
8.702900966988997,466.2982132721443
8.802934311437147,460.3226891043254
8.902967655885295,474.9330263955968
9.003001000333445,468.64223383304994
9.103034344781594,470.5810507416232
9.203067689229744,471.3220262568194
9.303101033677892,480.26258554484735
9.403134378126042,484.138103411844
9.503167722574192,485.875839732949
9.603201067022342,487.3935559540175
9.703234411470492,477.15448037758216
9.80326775591864,487.1000785736287
9.90330110036679,489.87893216970537
10.00333444481494,491.8524526945862
10.103367789263089,490.4151573364772
10.203401133711237,490.2518988767342
10.303434478159387,490.68482604145225
10.403467822607537,488.71579537356524
10.503501167055687,498.20239257590083
10.603534511503835,507.20452884247266
10.703567855951984,507.2384168794984
10.803601200400134,507.5943809857187
10.903634544848284,517.4485486000043
11.003667889296432,519.5728802910768
11.103701233744582,502.24399497360844
11.203734578192732,511.2655865440338
11.303767922640882,522.8787288618743
11.40380126708903,522.6340690566906
11.50383461153718,518.7241426653472
11.60386795598533,529.7643333820704
11.703901300433479,517.2571270407462
11.803934644881627,529.0822098758421
11.903967989329777,529.6743245385186
12.004001333777927,534.3451719716955
12.104034678226077,529.5706660606761
12.204068022674225,530.5377169545302
12.304101367122374,530.1054460421308
12.404134711570524,535.8532812956182
12.504168056018674,533.4066563348092
12.604201400466822,532.9065139597402
12.704234744914972,544.1458848581979
12.804268089363122,547.9917525997237
12.904301433811272,541.849030948869
13.004334778259421,552.3879729622062
13.10436812270757,552.1045911715427
13.20440146715572,547.3865883311581
13.304434811603869,549.056461690302
13.404468156052019,548.9054794653453
13.504501500500167,545.9293188111897
13.604534844948317,552.9700745561497
13.704568189396467,555.5067715672022
13.804601533844616,556.9416290323483
13.904634878292764,565.0993788085136
14.004668222740914,560.5523753319218
14.104701567189064,558.4550634674683
14.204734911637214,563.6469251138211
14.304768256085362,568.3987113641546
14.404801600533512,562.5281968095481
14.504834944981662,566.5976011745487
14.604868289429811,575.6310170740479
14.70490163387796,570.090136255967
14.80493497832611,571.9098653214984
14.904968322774259,569.8216751418171
15.005001667222409,573.9534325053908
15.105035011670557,579.1286410360786
15.205068356118707,578.7494231030056
15.305101700566857,578.42418122801
15.405135045015006,590.6012125696
15.505168389463154,577.8395939807832
15.605201733911304,591.8550734652505
15.705235078359454,586.4573423695737
15.805268422807604,593.7974817867572
15.905301767255752,584.8825748302929
